date,total_cases_portugal,total_deaths_portugal,cfr_portugal,total_cases_mundo,total_deaths_mundo,cfr_mundo
2021-03-22,796849,16773,2.1049157368585516,122806780,2878723,2.344107548459458
2021-03-23,796849,16773,2.1049157368585516,123167995,2885642,2.34285051080031
2021-03-24,796849,16773,2.1049157368585516,123580522,2893535,2.341416716139134
2021-03-25,796849,16773,2.1049157368585516,124075419,2903054,2.3397495034854567
2021-03-26,796849,16773,2.1049157368585516,124596977,2911698,2.336892972933043
2021-03-27,796849,16773,2.1049157368585516,125115698,2920842,2.3345128122931462
2021-03-28,801809,16832,2.0992530640090097,126227888,2937960,2.3275046794730496
2021-03-29,801809,16832,2.0992530640090097,126693278,2946918,2.326025537045462
2021-03-30,801809,16832,2.0992530640090097,127098427,2955014,2.3249807804466376
2021-03-31,801809,16832,2.0992530640090097,127541164,2963371,2.3234624077917307
2021-04-01,801809,16832,2.0992530640090097,128079381,2973976,2.32197874223018
2021-04-02,801809,16832,2.0992530640090097,128638376,2984637,2.320176212423577
2021-04-03,801809,16832,2.0992530640090097,129205696,2995401,2.3183196195932414
2021-04-04,806151,16874,2.093156244921857,130339905,3013377,2.311937391699035
2021-04-05,806151,16874,2.093156244921857,130807874,3021536,2.3099037600748713
2021-04-06,806151,16874,2.093156244921857,131234506,3028417,2.3076377488707127
2021-04-07,806151,16874,2.093156244921857,131720057,3036988,2.3056382370074435
2021-04-08,806151,16874,2.093156244921857,132342792,3049438,2.3041965141554517
2021-04-09,806151,16874,2.093156244921857,133000765,3061246,2.3016754828440273
2021-04-10,806151,16874,2.093156244921857,133651792,3073788,2.2998479511595322
2021-04-11,810630,16908,2.0857851300840085,134898160,3093742,2.2933908068130804
2021-04-12,810630,16908,2.0857851300840085,135505935,3103741,2.290483438972618
2021-04-13,810630,16908,2.0857851300840085,136054032,3113098,2.2881335850450943
2021-04-14,810630,16908,2.0857851300840085,136662981,3122820,2.2850518678500067
2021-04-15,810630,16908,2.0857851300840085,137370923,3135195,2.2822842938894716
2021-04-16,810630,16908,2.0857851300840085,138079568,3147322,2.2793538867386958
2021-04-17,810630,16908,2.0857851300840085,138797045,3159576,2.2764000487186165
2021-04-18,814811,16935,2.078396094308987,140130621,3179639,2.269053671003142
2021-04-19,814811,16935,2.078396094308987,140838199,3191038,2.2657475192507963
2021-04-20,814811,16935,2.078396094308987,141477334,3201243,2.2627249959346845
2021-04-21,814811,16935,2.078396094308987,142156430,3212082,2.259540423180295
2021-04-22,814811,16935,2.078396094308987,142940325,3225170,2.256305209883915
2021-04-23,814811,16935,2.078396094308987,143740938,3238391,2.25293576420101
2021-04-24,814811,16935,2.078396094308987,144503710,3250268,2.249262665989683
2021-04-25,818936,16954,2.070247247648168,145826309,3271063,2.2431226727407605
2021-04-26,818936,16954,2.070247247648168,146560958,3283596,2.240430224262044
2021-04-27,818936,16954,2.070247247648168,147209538,3294479,2.2379521359546692
2021-04-28,818936,16954,2.070247247648168,147903056,3306014,2.2352573972508045
2021-04-29,818936,16954,2.070247247648168,148698106,3320183,2.2328347611905697
2021-04-30,818936,16954,2.070247247648168,149503113,3333903,2.2299890170179935
2021-05-01,818936,16954,2.070247247648168,150292349,3347177,2.2271107094081017
2021-05-02,822696,16967,2.0623656855022996,151520056,3367061,2.2221883286526767
2021-05-03,822696,16967,2.0623656855022996,152230440,3379248,2.219824103510441
2021-05-04,822696,16967,2.0623656855022996,152868737,3389801,2.217458629229075
2021-05-05,822696,16967,2.0623656855022996,153548873,3401063,2.214970994935274
2021-05-06,822696,16967,2.0623656855022996,154325825,3414685,2.2126465223821095
2021-05-07,822696,16967,2.0623656855022996,155110652,3427946,2.2100003808893796
2021-05-08,822696,16967,2.0623656855022996,155868539,3440852,2.207534645590025
2021-05-09,826176,16982,2.0554942288325972,156984360,3459289,2.2035883065039092
2021-05-10,826176,16982,2.0554942288325972,157657696,3471326,2.2018119559479037
2021-05-11,826176,16982,2.0554942288325972,158264440,3482243,2.2002687400909515
2021-05-12,826176,16982,2.0554942288325972,158874256,3493307,2.1987873227239536
2021-05-13,826176,16982,2.0554942288325972,159570776,3505977,2.19712975513762
2021-05-14,826176,16982,2.0554942288325972,160246328,3518590,2.195738301098544
2021-05-15,826176,16982,2.0554942288325972,160888357,3530464,2.1943564256797026
2021-05-16,829404,16999,2.0495440099155537,161796165,3546883,2.1921922562256033
2021-05-17,829404,16999,2.0495440099155537,162383977,3558608,2.1914773032070767
2021-05-18,829404,16999,2.0495440099155537,162907784,3569781,2.191289398424326
2021-05-19,829404,16999,2.0495440099155537,163438574,3581239,2.191183459542421
2021-05-20,829404,16999,2.0495440099155537,164043114,3593716,2.1907143264788305
2021-05-21,829404,16999,2.0495440099155537,164641567,3606221,2.19034662127578
2021-05-22,829404,16999,2.0495440099155537,165227061,3618462,2.189993562858326
2021-05-23,833057,17006,2.0413969272210664,166011648,3633071,2.1884434277768268
2021-05-24,833057,17006,2.0413969272210664,166518547,3644177,2.188451115898819
2021-05-25,833057,17006,2.0413969272210664,166950817,3653241,2.1882139097288755
2021-05-26,833057,17006,2.0413969272210664,167416673,3663863,2.188469603621857
2021-05-27,833057,17006,2.0413969272210664,167951069,3675316,2.1883254580535
2021-05-28,833057,17006,2.0413969272210664,168469635,3686880,2.188453723426183
2021-05-29,833057,17006,2.0413969272210664,168945148,3697890,2.1888110098314275
2021-05-30,836944,17013,2.0327524900112794,169558899,3711672,2.189016337031063
2021-05-31,836944,17013,2.0327524900112794,170005018,3721787,2.189221849910336
2021-06-01,836944,17013,2.0327524900112794,170377432,3730114,2.1893239945065024
2021-06-02,836944,17013,2.0327524900112794,170751957,3739010,2.1897318576559566
2021-06-03,836944,17013,2.0327524900112794,171188339,3749147,2.1900714861191566
2021-06-04,836944,17013,2.0327524900112794,171642363,3759458,2.1902856231360555
2021-06-05,836944,17013,2.0327524900112794,172062605,3769346,2.1906828622058816
2021-06-06,841232,17025,2.023817448694296,172564637,3780117,2.1905513584454734
2021-06-07,841232,17025,2.023817448694296,172931809,3788789,2.1909150328728706
2021-06-08,841232,17025,2.023817448694296,173245346,3796627,2.19147416519922
2021-06-09,841232,17025,2.023817448694296,173576196,3804724,2.191961851727641
2021-06-10,841232,17025,2.023817448694296,173940027,3818103,2.195068648575063
2021-06-11,841232,17025,2.023817448694296,174349357,3829212,2.196286849512155
2021-06-12,841232,17025,2.023817448694296,174740816,3840256,2.1976868873039943
2021-06-13,846365,17035,2.012725006350688,175212346,3851296,2.198073416584468
2021-06-14,846365,17035,2.012725006350688,175567865,3861632,2.1995095742606425
2021-06-15,846365,17035,2.012725006350688,175867084,3869751,2.2003838990131888
2021-06-16,846365,17035,2.012725006350688,176172695,3877514,2.200973312010695
2021-06-17,846365,17035,2.012725006350688,176546921,3887064,2.2017172420696025
2021-06-18,846365,17035,2.012725006350688,176945780,3896378,2.2020180419109177
2021-06-19,846365,17035,2.012725006350688,177311009,3904855,2.202263143175729
2021-06-20,854206,17057,1.996825121809025,177749119,3914211,2.20209867819373
2021-06-21,854206,17057,1.996825121809025,178088195,3922184,2.2023829260552614
2021-06-22,854206,17057,1.996825121809025,178389534,3928944,2.2024520788310373
2021-06-23,854206,17057,1.996825121809025,178705952,3935982,2.20249071502666
2021-06-24,854206,17057,1.996825121809025,179110045,3944452,2.2022505772917427
2021-06-25,854206,17057,1.996825121809025,179539375,3952994,2.2017420969634096
2021-06-26,854206,17057,1.996825121809025,179926072,3961201,2.2015714320712787
2021-06-27,863906,17076,1.9766039360763785,180380853,3970281,2.20105456536454
2021-06-28,863906,17076,1.9766039360763785,180743175,3977561,2.200670094458615
2021-06-29,863906,17076,1.9766039360763785,181062513,3984131,2.200417377394955
2021-06-30,863906,17076,1.9766039360763785,181404260,3990657,2.1998695069233767
2021-07-01,863906,17076,1.9766039360763785,181809324,3998877,2.199489504729691
2021-07-02,863906,17076,1.9766039360763785,182195939,4007681,2.1996544061281194
2021-07-03,863906,17076,1.9766039360763785,182605880,4015649,2.1990797886683606
2021-07-04,878557,17107,1.9471701892990436,183140844,4023943,2.197184916325929
2021-07-05,878557,17107,1.9471701892990436,183513247,4031330,2.196751496637188
2021-07-06,878557,17107,1.9471701892990436,183851635,4037997,2.1963345607451354
2021-07-07,878557,17107,1.9471701892990436,184225240,4045172,2.1957751283157507
2021-07-08,878557,17107,1.9471701892990436,184680973,4053511,2.1948720185700994
2021-07-09,878557,17107,1.9471701892990436,185133110,4061618,2.1938906552155903
2021-07-10,878557,17107,1.9471701892990436,185733262,4069973,2.1913000160412843
2021-07-11,898069,17156,1.9103209218890753,186426757,4078544,2.1877460433429095
2021-07-12,898069,17156,1.9103209218890753,186836466,4086228,2.187061277427502
2021-07-13,898069,17156,1.9103209218890753,187220068,4094017,2.186740472714709
2021-07-14,898069,17156,1.9103209218890753,187661850,4101401,2.1855273194844878
2021-07-15,898069,17156,1.9103209218890753,188158985,4109534,2.184075344581605
2021-07-16,898069,17156,1.9103209218890753,188677898,4117996,2.1825534647412703
2021-07-17,898069,17156,1.9103209218890753,189191226,4126223,2.1809801052824724
2021-07-18,923856,17208,1.8626279420169378,190033550,4134852,2.1758536847835552
2021-07-19,923856,17208,1.8626279420169378,190459189,4142376,2.1749415303873842
2021-07-20,923856,17208,1.8626279420169378,190869552,4149565,2.1740319273133726
2021-07-21,923856,17208,1.8626279420169378,191322213,4169488,2.1793015743550908
2021-07-22,923856,17208,1.8626279420169378,191799392,4177755,2.1781899079221274
2021-07-23,923856,17208,1.8626279420169378,192304012,4186351,2.1769441814869674
2021-07-24,923856,17208,1.8626279420169378,192818368,4195170,2.1757107704593786
2021-07-25,946976,17294,1.8262342445848683,193790225,4204481,2.1696042718356923
2021-07-26,946976,17294,1.8262342445848683,194244700,4213081,2.1689554464034284
2021-07-27,946976,17294,1.8262342445848683,194685538,4221786,2.168515465180572
2021-07-28,946976,17294,1.8262342445848683,195218627,4230362,2.166986862375587
2021-07-29,946976,17294,1.8262342445848683,195808502,4240472,2.1656220014389365
2021-07-30,946976,17294,1.8262342445848683,196404416,4250164,2.1639859665884495
2021-07-31,946976,17294,1.8262342445848683,196984281,4259580,2.162395891883373
2021-08-01,965697,17373,1.7990114911820165,197933692,4269569,2.157070358693658
2021-08-02,965697,17373,1.7990114911820165,198433069,4278553,2.1561693429233815
2021-08-03,965697,17373,1.7990114911820165,198918212,4287620,2.155468801418746
2021-08-04,965697,17373,1.7990114911820165,199489118,4296846,2.153925007578609
2021-08-05,965697,17373,1.7990114911820165,200101489,4306882,2.1523488013624923
2021-08-06,965697,17373,1.7990114911820165,200770183,4317348,2.1503930192662124
2021-08-07,965697,17373,1.7990114911820165,201395334,4327383,2.14870072411906
2021-08-08,981759,17476,1.7800702616426232,202354538,4338469,2.1439939241688766
2021-08-09,981759,17476,1.7800702616426232,202906515,4348286,2.1429996961901394
2021-08-10,981759,17476,1.7800702616426232,203413461,4357211,2.14204653840485
2021-08-11,981759,17476,1.7800702616426232,203977410,4366314,2.1405870385352967
2021-08-12,981759,17476,1.7800702616426232,204609044,4376604,2.139008088029579
2021-08-13,981759,17476,1.7800702616426232,205263088,4386664,2.137093445656435
2021-08-14,981759,17476,1.7800702616426232,205917204,4396613,2.135136314302325
2021-08-15,998289,17565,1.7595105225040042,206873477,4408148,2.1308425149155297
2021-08-16,998289,17565,1.7595105225040042,207422786,4418045,2.1299709087891627
2021-08-17,998289,17565,1.7595105225040042,207942233,4426518,2.1287248560036383
2021-08-18,998289,17565,1.7595105225040042,208522835,4435601,2.1271536040645143
2021-08-19,998289,17565,1.7595105225040042,209202378,4446341,2.125377848238417
2021-08-20,998289,17565,1.7595105225040042,209873105,4457114,2.1237185202934885
2021-08-21,998289,17565,1.7595105225040042,210524529,4466972,2.1218297084991935
2021-08-22,1014586,17635,1.7381473822820341,211471306,4479548,2.118276982693813
2021-08-23,1014586,17635,1.7381473822820341,212003297,4489364,2.117591595757117
2021-08-24,1014586,17635,1.7381473822820341,212524535,4497844,2.1163881149063566
2021-08-25,1014586,17635,1.7381473822820341,213112702,4507545,2.1150991741449556
2021-08-26,1014586,17635,1.7381473822820341,213772939,4518223,2.113561716995433
2021-08-27,1014586,17635,1.7381473822820341,214433099,4528193,2.1117043129614985
2021-08-28,1014586,17635,1.7381473822820341,215097477,4538177,2.109823445302429
2021-08-29,1030754,17718,1.718935846962515,216038759,4550353,2.106266959254288
2021-08-30,1030754,17718,1.718935846962515,216577844,4559257,2.105135463441034
2021-08-31,1030754,17718,1.718935846962515,217066081,4568042,2.104447631318317
2021-09-01,1030754,17718,1.718935846962515,217617933,4577200,2.103319306869807
2021-09-02,1030754,17718,1.718935846962515,218252548,4586919,2.1016565634780124
2021-09-03,1030754,17718,1.718935846962515,218899666,4596795,2.099955237026264
2021-09-04,1030754,17718,1.718935846962515,219521681,4606411,2.098385443759425
2021-09-05,1043324,17798,1.705893854641511,220396766,4618186,2.095396445154735
2021-09-06,1043324,17798,1.705893854641511,220900141,4627247,2.094723425278393
2021-09-07,1043324,17798,1.705893854641511,221376486,4635325,2.0938651090522775
2021-09-08,1043324,17798,1.705893854641511,221889006,4643654,2.0927823706596804
2021-09-09,1043324,17798,1.705893854641511,222406301,4651943,2.0916417291612617
2021-09-10,1043324,17798,1.705893854641511,222958999,4660249,2.0901820607832926
2021-09-11,1043324,17798,1.705893854641511,223542559,4669505,2.088866218982489
2021-09-12,1052327,17854,1.6966209172624098,224326519,4680752,2.086579875114988
2021-09-13,1052327,17854,1.6966209172624098,224790973,4689550,2.086182526555459
2021-09-14,1052327,17854,1.6966209172624098,225231169,4696676,2.0852691129974112
2021-09-15,1052327,17854,1.6966209172624098,225707350,4704125,2.0841700547190865
2021-09-16,1052327,17854,1.6966209172624098,226234584,4713230,2.0833375325144803
2021-09-17,1052327,17854,1.6966209172624098,226750890,4722476,2.0826714285443377
2021-09-18,1052327,17854,1.6966209172624098,227285946,4730644,2.0813623029731896
2021-09-19,1059214,17902,1.6901211653169237,228011189,4741577,2.0795369827223698
2021-09-20,1059214,17902,1.6901211653169237,228569793,4749268,2.077819618098005
2021-09-21,1059214,17902,1.6901211653169237,228971253,4755522,2.0769078815321853
2021-09-22,1059214,17902,1.6901211653169237,229402570,4762742,2.0761502366778193
2021-09-23,1059214,17902,1.6901211653169237,229872974,4771205,2.0755832740911946
2021-09-24,1059214,17902,1.6901211653169237,230368557,4778957,2.074483194336283
2021-09-25,1059214,17902,1.6901211653169237,230845589,4786600,2.0735072395080505
2021-09-26,1065407,17942,1.684051259284011,231518174,4796965,2.071960450068166
2021-09-27,1065407,17942,1.684051259284011,231897735,4803330,2.071313891875658
2021-09-28,1065407,17942,1.684051259284011,232242466,4809581,2.070930903739198
2021-09-29,1065407,17942,1.684051259284011,232659817,4816740,2.07029304076174
2021-09-30,1065407,17942,1.684051259284011,233100853,4824635,2.069762910734608
2021-10-01,1065407,17942,1.684051259284011,233541340,4832225,2.069109049387145
2021-10-02,1065407,17942,1.684051259284011,233980761,4839253,2.068226882978639
2021-10-03,1070160,17987,1.6807767062869103,234628399,4849321,2.0668090566479123
2021-10-04,1070160,17987,1.6807767062869103,234964858,4854992,2.0662630324063183
2021-10-05,1070160,17987,1.6807767062869103,235288293,4860009,2.065554957296579
2021-10-06,1070160,17987,1.6807767062869103,235678395,4865884,2.064628792130055
2021-10-07,1070160,17987,1.6807767062869103,236095546,4873212,2.0640846820549505
2021-10-08,1070160,17987,1.6807767062869103,236519768,4880384,2.0634148431939945
2021-10-09,1070160,17987,1.6807767062869103,236923406,4886989,2.062687297345371
2021-10-10,1074700,18036,1.6782357867311808,237585282,4897654,2.0614298826810327
2021-10-11,1074700,18036,1.6782357867311808,237907579,4902810,2.0608044605422178
2021-10-12,1074700,18036,1.6782357867311808,238219566,4908122,2.060335379840294
2021-10-13,1074700,18036,1.6782357867311808,238595025,4913781,2.0594649867489903
2021-10-14,1074700,18036,1.6782357867311808,238987488,4920368,2.05883916399841
2021-10-15,1074700,18036,1.6782357867311808,239379155,4926884,2.0581925773779255
2021-10-16,1074700,18036,1.6782357867311808,239779145,4933103,2.0573528194038726
2021-10-17,1079686,18087,1.675209273807385,240468692,4943727,2.0558713730600737
2021-10-18,1079686,18087,1.675209273807385,240782998,4948963,2.055362314244463
2021-10-19,1079686,18087,1.675209273807385,241091780,4953694,2.054692200621689
2021-10-20,1079686,18087,1.675209273807385,241475090,4960389,2.0542031892399337
2021-10-21,1079686,18087,1.675209273807385,241876514,4966942,2.0535032185886393
2021-10-22,1079686,18087,1.675209273807385,242278022,4973585,2.052842003142984
2021-10-23,1079686,18087,1.675209273807385,242672056,4979948,2.0521307982819414
2021-10-24,1085138,18125,1.670294469459184,243475023,4993064,2.0507499859646794
2021-10-25,1085138,18125,1.670294469459184,243771247,4998273,2.050394811329
2021-10-26,1085138,18125,1.670294469459184,244051254,5002975,2.049968979057162
2021-10-27,1085138,18125,1.670294469459184,244444948,5009044,2.0491501423870706
2021-10-28,1085138,18125,1.670294469459184,244866466,5016703,2.0487505218456494
2021-10-29,1085138,18125,1.670294469459184,245274926,5023734,2.0482052861775197
2021-10-30,1085138,18125,1.670294469459184,245705294,5030244,2.0472672436597965
2021-10-31,1091020,18150,1.6635808692782899,246602759,5043947,2.045373304197298
2021-11-01,1091020,18150,1.6635808692782899,246897619,5048735,2.0448698616247087
2021-11-02,1091020,18150,1.6635808692782899,247183935,5053335,2.0443622276666162
2021-11-03,1091020,18150,1.6635808692782899,247596017,5059305,2.0433709157768885
2021-11-04,1091020,18150,1.6635808692782899,247989715,5065828,2.0427572974145316
2021-11-05,1091020,18150,1.6635808692782899,248395491,5071961,2.041889319158374
2021-11-06,1091020,18150,1.6635808692782899,248797475,5078156,2.0410801998693917
2021-11-07,1097973,18195,1.6571445745933642,249782952,5093160,2.039034273243756
2021-11-08,1097973,18195,1.6571445745933642,250088859,5098049,2.038495045475017
2021-11-09,1097973,18195,1.6571445745933642,250393646,5102630,2.037843244632494
2021-11-10,1097973,18195,1.6571445745933642,250844104,5108732,2.03661633601721
2021-11-11,1097973,18195,1.6571445745933642,251270659,5115245,2.0357510185858985
2021-11-12,1097973,18195,1.6571445745933642,251695959,5121527,2.0348070029999965
2021-11-13,1097973,18195,1.6571445745933642,252083303,5127498,2.0340490381467276
2021-11-14,1107931,18255,1.6476657842410765,253260851,5143684,2.0309826724857682
2021-11-15,1107931,18255,1.6476657842410765,253612340,5149113,2.030308540980301
2021-11-16,1107931,18255,1.6476657842410765,253926417,5153657,2.0295867837965043
2021-11-17,1107931,18255,1.6476657842410765,254412231,5159915,2.028170964783529
2021-11-18,1107931,18255,1.6476657842410765,254861841,5166630,2.027227763767115
2021-11-19,1107931,18255,1.6476657842410765,255317914,5173601,2.0263368593869995
2021-11-20,1107931,18255,1.6476657842410765,255785812,5182295,2.0260291059458764
2021-11-21,1122880,18334,1.6327657452265603,257124163,5198388,2.021742312876289
2021-11-22,1122880,18334,1.6327657452265603,257466277,5203327,2.0209741876214724
2021-11-23,1122880,18334,1.6327657452265603,257825872,5208144,2.0200238089372196
2021-11-24,1122880,18334,1.6327657452265603,258363441,5214474,2.018270843513034
2021-11-25,1122880,18334,1.6327657452265603,258836773,5221316,2.0172234182505435
2021-11-26,1122880,18334,1.6327657452265603,259325578,5227915,2.0159658142167527
2021-11-27,1122880,18334,1.6327657452265603,259748185,5233261,2.0147440106270618
2021-11-28,1143149,18426,1.6118633703917862,261171392,5248569,2.009626307003793
2021-11-29,1143149,18426,1.6118633703917862,261521931,5253387,2.0087749352080153
2021-11-30,1143149,18426,1.6118633703917862,261876198,5258176,2.0078861844481186
2021-12-01,1143149,18426,1.6118633703917862,262342211,5264839,2.0068592774038945
2021-12-02,1143149,18426,1.6118633703917862,262844706,5271687,2.005627992370522
2021-12-03,1143149,18426,1.6118633703917862,263358841,5278649,2.004356102098733
2021-12-04,1143149,18426,1.6118633703917862,263863482,5284888,2.0028872354530667
2021-12-05,1166999,18548,1.5893758263717448,265444672,5302460,1.997576353689254
2021-12-06,1166999,18548,1.5893758263717448,265805517,5307448,1.9967410984926999
2021-12-07,1166999,18548,1.5893758263717448,266161383,5312233,1.9958691753566669
2021-12-08,1166999,18548,1.5893758263717448,266717782,5318268,1.9939682911730272
2021-12-09,1166999,18548,1.5893758263717448,267225125,5325027,1.9927119502703947
2021-12-10,1166999,18548,1.5893758263717448,267726980,5331608,1.991434707103483
2021-12-11,1166999,18548,1.5893758263717448,268221594,5337433,1.9899341139550455
2021-12-12,1194409,18670,1.5631161520048829,269758600,5352244,1.9840865129045007
2021-12-13,1194409,18670,1.5631161520048829,270134886,5356853,1.9830289524323044
2021-12-14,1194409,18670,1.5631161520048829,270507895,5361593,1.9820467716847967
2021-12-15,1194409,18670,1.5631161520048829,271091705,5367558,1.979978693925733
2021-12-16,1194409,18670,1.5631161520048829,271654293,5374130,1.978297467951298
2021-12-17,1194409,18670,1.5631161520048829,272230113,5380899,1.976599480748847
2021-12-18,1194409,18670,1.5631161520048829,272802169,5386334,1.974446911380679
2021-12-19,1226108,18795,1.5328992225807188,274461246,5399596,1.9673436882961612
2021-12-20,1226108,18795,1.5328992225807188,274883592,5403865,1.9658739762102644
2021-12-21,1226108,18795,1.5328992225807188,275339344,5408659,1.964361112155479
2021-12-22,1226108,18795,1.5328992225807188,276060941,5414848,1.9614683556410828
2021-12-23,1226108,18795,1.5328992225807188,276765116,5421660,1.9589390738101546
2021-12-24,1226108,18795,1.5328992225807188,277522739,5428018,1.9558822529493698
2021-12-25,1226108,18795,1.5328992225807188,278298308,5435221,1.9530197790494652
2021-12-26,1282648,18888,1.4725786030150128,280549803,5446171,1.9412492690290712
2021-12-27,1282648,18888,1.4725786030150128,281025368,5450021,1.9393341742728367
2021-12-28,1282648,18888,1.4725786030150128,281708821,5454211,1.9361165123047388
2021-12-29,1282648,18888,1.4725786030150128,282873829,5460493,1.9303634483626975
2021-12-30,1282648,18888,1.4725786030150128,284029646,5467424,1.9249483555670805
2021-12-31,1282648,18888,1.4725786030150128,285377906,5473385,1.9179427996784026
2022-01-01,1282648,18888,1.4725786030150128,286806367,5478730,1.9102539658751718
2022-01-02,1432198,19002,1.3267718569639115,291010663,5488851,1.8861339799084955
2022-01-03,1432198,19002,1.3267718569639115,291920410,5492590,1.881536820258645
2022-01-04,1432198,19002,1.3267718569639115,293104192,5496591,1.8753027592317753
2022-01-05,1432198,19002,1.3267718569639115,295111215,5502857,1.864672272790446
2022-01-06,1432198,19002,1.3267718569639115,297155932,5510062,1.854266197182966
2022-01-07,1432198,19002,1.3267718569639115,299173732,5516228,1.8438209675440358
2022-01-08,1432198,19002,1.3267718569639115,301163574,5522512,1.8337250838974306
2022-01-09,1668316,19135,1.146964963472148,307603234,5534478,1.7992262070950789
2022-01-10,1668316,19135,1.146964963472148,309242734,5538989,1.7911460451646377
2022-01-11,1668316,19135,1.146964963472148,310891589,5544209,1.7833255051489991
2022-01-12,1668316,19135,1.146964963472148,313679694,5551040,1.7696523256618584
2022-01-13,1668316,19135,1.146964963472148,316074140,5559513,1.758926877092824
2022-01-14,1668316,19135,1.146964963472148,318570865,5566633,1.747376678655156
2022-01-15,1668316,19135,1.146964963472148,321065758,5573434,1.73591666539538
2022-01-16,1932323,19340,1.0008678673285987,328262583,5586801,1.7019304938571085
2022-01-17,1932323,19340,1.0008678673285987,330185633,5593057,1.6939128905102907
2022-01-18,1932323,19340,1.0008678673285987,332003159,5598582,1.686303834235505
2022-01-19,1932323,19340,1.0008678673285987,334864039,5605238,1.6738847254960096
2022-01-20,1932323,19340,1.0008678673285987,337725726,5613368,1.662108500434462
2022-01-21,1932323,19340,1.0008678673285987,340642804,5622434,1.650536554413755
2022-01-22,1932323,19340,1.0008678673285987,343456898,5630674,1.639412116276669
2022-01-23,2299681,19621,0.8532052923862049,351803171,5646510,1.6050196432140742
2022-01-24,2299681,19621,0.8532052923862049,353890148,5652652,1.5972900155445977
2022-01-25,2299681,19621,0.8532052923862049,355950236,5659302,1.58991382154892
2022-01-26,2299681,19621,0.8532052923862049,358962820,5667991,1.578991105541237
2022-01-27,2299681,19621,0.8532052923862049,361576934,5677607,1.570234842469238
2022-01-28,2299681,19621,0.8532052923862049,364234807,5687438,1.561475699383118
2022-01-29,2299681,19621,0.8532052923862049,366825280,5696773,1.5529935668555885
2022-01-30,2704987,19913,0.7361588059388086,375227186,5714340,1.5229013816712096
2022-01-31,2704987,19913,0.7361588059388086,377154483,5722217,1.5172077379231363
2022-02-01,2704987,19913,0.7361588059388086,378901290,5729253,1.5120700697535234
2022-02-02,2704987,19913,0.7361588059388086,381355409,5739440,1.5050107759190063
2022-02-03,2704987,19913,0.7361588059388086,383648173,5751100,1.4990557507490072
2022-02-04,2704987,19913,0.7361588059388086,385831594,5761716,1.4933240537061876
2022-02-05,2704987,19913,0.7361588059388086,388076913,5771765,1.4872734776675571
2022-02-06,3013049,20268,0.6726740919248244,395155110,5790212,1.4653010560840274
2022-02-07,3013049,20268,0.6726740919248244,396751647,5798415,1.4614721939642006
2022-02-08,3013049,20268,0.6726740919248244,398239957,5805979,1.4579097094468598
2022-02-09,3013049,20268,0.6726740919248244,400194400,5816453,1.4534068942493947
2022-02-10,3013049,20268,0.6726740919248244,402113177,5828161,1.4493832416737737
2022-02-11,3013049,20268,0.6726740919248244,403926858,5838668,1.4454765471426017
2022-02-12,3013049,20268,0.6726740919248244,405599751,5848243,1.441875392078335
2022-02-13,3182730,20569,0.6462690834597971,411066798,5866664,1.42718021220483
2022-02-14,3182730,20569,0.6462690834597971,412348509,5873690,1.4244479782998318
2022-02-15,3182730,20569,0.6462690834597971,413602190,5880366,1.4217444061405962
2022-02-16,3182730,20569,0.6462690834597971,415154918,5889783,1.4186952254772518
2022-02-17,3182730,20569,0.6462690834597971,416702333,5899947,1.4158660829959884
2022-02-18,3182730,20569,0.6462690834597971,418218824,5910099,1.4131594899229116
2022-02-19,3182730,20569,0.6462690834597971,419650915,5919168,1.4104980564620002
2022-02-20,3288569,20867,0.6345313113393698,423938244,5936277,1.4002692807304264
2022-02-21,3288569,20867,0.6345313113393698,425033927,5942572,1.398140624195395
2022-02-22,3288569,20867,0.6345313113393698,426207931,5948860,1.3957647353117884
2022-02-23,3288569,20867,0.6345313113393698,427540889,5955841,1.3930459409228575
2022-02-24,3288569,20867,0.6345313113393698,428917604,5965420,1.3908079184364743
2022-02-25,3288569,20867,0.6345313113393698,430260659,5974108,1.3884857643933464
2022-02-26,3288569,20867,0.6345313113393698,431514120,5982570,1.386413496735634
2022-02-27,3368685,21069,0.6254369286531688,434987996,5995756,1.3783727493942155
2022-02-28,3368685,21069,0.6254369286531688,436085204,6002471,1.376444544539053
2022-03-01,3368685,21069,0.6254369286531688,437157965,6007899,1.3743084836621928
2022-03-02,3368685,21069,0.6254369286531688,438404153,6015224,1.372072768662846
2022-03-03,3368685,21069,0.6254369286531688,439725632,6021980,1.3694857797145652
2022-03-04,3368685,21069,0.6254369286531688,440972184,6029837,1.367396225608643
2022-03-05,3368685,21069,0.6254369286531688,442206871,6036154,1.3650068318364053
2022-03-06,3451083,21224,0.6149953507348274,445888167,6047674,1.3563208103703726
2022-03-07,3451083,21224,0.6149953507348274,446851893,6052459,1.3544664562940545
2022-03-08,3451083,21224,0.6149953507348274,448042369,6057128,1.3519096449559216
2022-03-09,3451083,21224,0.6149953507348274,449399038,6062978,1.3491301688100188
2022-03-10,3451083,21224,0.6149953507348274,450681195,6069122,1.3466552559398446
2022-03-11,3451083,21224,0.6149953507348274,452008483,6075711,1.3441586227929265
2022-03-12,3451083,21224,0.6149953507348274,453547892,6081363,1.3408425234175712
2022-03-13,3536925,21364,0.6040275097719064,457693606,6091451,1.3309014852176022
2022-03-14,3536925,21364,0.6040275097719064,458850244,6095673,1.328466766599344
