date,total_cases_portugal,total_deaths_portugal,cfr_portugal,total_cases_mundo,total_deaths_mundo,cfr_mundo
2021-03-07,784483,16555,2.1103070429824484,116111347,2745033,2.364138450654612
2021-03-08,784483,16555,2.1103070429824484,116431268,2752076,2.3636915128331335
2021-03-09,784483,16555,2.1103070429824484,116753449,2758766,2.362898932433251
2021-03-10,784483,16555,2.1103070429824484,117065365,2765542,2.3623913016458795
2021-03-11,784483,16555,2.1103070429824484,117450789,2773560,2.36146561774055
2021-03-12,784483,16555,2.1103070429824484,117855649,2782565,2.360994168383053
2021-03-13,784483,16555,2.1103070429824484,118260489,2791011,2.360053660863858
2021-03-14,792060,16685,2.1065323334090853,119072221,2805709,2.3563086137445945
2021-03-15,792060,16685,2.1065323334090853,119421837,2813012,2.355525648127486
2021-03-16,792060,16685,2.1065323334090853,119733316,2819630,2.354925173875582
2021-03-17,792060,16685,2.1065323334090853,120083404,2826609,2.3538714808584205
2021-03-18,792060,16685,2.1065323334090853,120525864,2835468,2.3525805216380773
2021-03-19,792060,16685,2.1065323334090853,120985272,2844454,2.3510746002207608
2021-03-20,792060,16685,2.1065323334090853,121446044,2853301,2.3494392291608936
2021-03-21,796849,16773,2.1049157368585516,122397933,2868886,2.3439006931595814
